puzzle_id,source,size,same_size,locked,n_right,n_wrong,right_sources,wrong_sources,consensus_name,solver_file,phase3_pairs
12422b43,arc1_eval,5x5,y,,1,0,claude_agent_batch_032_v2_direct_write:1,,,,0
12997ef3,arc1_eval,11x14,n,,0,0,,,,,0
12eac192,arc1_eval,7x8,y,,0,0,,,,,0
135a2760,arc2_eval,5x13,y,y,0,0,,,,periodic_motif_repair.py,0
136b0064,arc1_eval,7x15,n,,0,0,,,,,0
13713586,arc1_eval,16x15,y,,1,0,claude_agent_batch_030_v2_direct_write:1,,,,0
137eaa0f,arc1_train,11x11,n,,0,0,,,,,0
137f0df0,arc1_eval,10x10,y,,0,0,,,,,0
13e47133,arc2_eval,20x20,y,y,0,0,,,,chebyshev_room_erosion_fill.py,0
13f06aa5,arc2_train,12x14,y,,1,0,claude_agent_batch_034_v2_direct_write:1,,,,0
140c817e,arc1_eval,13x13,y,,1,0,claude_agent_batch_034_v2_direct_write:1,,,,0
142ca369,arc2_eval,20x20,y,y,0,0,,,,,0
14754a24,arc1_eval,18x19,y,,1,0,claude_agent_batch_019_v2_direct_write:1,,,,0
1478ab18,arc2_train,8x8,y,,0,0,,,,,0
14b8e18c,arc2_train,10x10,y,,1,0,claude_agent_batch_025_v2_direct_write:1,,,,0
150deff5,arc1_train,9x11,y,,0,0,,,,,0
15113be4,arc1_eval,23x23,y,,1,0,claude_agent_batch_032_v2_direct_write:1,,,,0
15660dd6,arc2_train,19x19,n,,0,0,,,,,0
15663ba9,arc1_eval,13x13,y,,0,0,,,,,0
15696249,arc1_eval,3x3,n,,0,0,,,,,0
16b78196,arc1_eval,30x30,y,,1,0,claude_agent_batch_010_v2_direct_write:1,,,,0
16de56c4,arc2_eval,12x9,y,y,0,0,,,,,0
17829a00,arc2_train,16x16,y,,1,0,claude_agent_batch_031_v2_direct_write:1,,,,0
178fcbfb,arc1_train,9x9,y,,1,0,claude_agent_batch_010_v2_direct_write:1,,,,0
17b80ad2,arc1_eval,17x17,y,,1,0,claude_agent_batch_030_v2_direct_write:1,,,,0
17b866bd,arc2_train,16x21,y,,0,0,,,,,0
17cae0c1,arc1_eval,3x9,y,,0,0,,,,,0
1818057f,arc2_eval,10x12,y,y,0,0,,,,,0
18286ef8,arc2_train,12x12,y,,0,0,,,,,0
182e5d0f,arc2_train,12x12,y,,0,0,,,,,0
18419cfa,arc1_eval,16x22,y,,1,0,claude_agent_R1:1,,mirror_markers_across_box_gap,mirror_markers_across_box_gap.py,0
18447a8d,arc2_train,13x11,y,,1,0,claude_agent_batch_015_v2_direct_write:1,,,,0
184a9768,arc1_eval,21x23,y,,0,0,,,,,0
195ba7dc,arc1_eval,5x13,n,,0,0,,,,,0
195c6913,arc2_eval,20x20,y,y,0,0,,,,,0
1990f7a8,arc1_eval,23x23,n,,0,0,,,,,0
19bb5feb,arc1_eval,13x15,n,,0,0,,,,,0
1a07d186,arc1_train,18x19,y,,0,0,,,,,0
1a244afd,arc2_train,16x16,y,,1,0,claude_agent_batch_004_v2_direct_write:1,,,,0
1a2e2828,arc1_eval,8x12,n,,0,0,,,,,0
1a6449f1,arc1_eval,19x13,n,,0,0,,,,,0
1acc24af,arc1_eval,12x12,y,,0,0,,,,,0
1ae2feb7,arc2_eval,11x16,y,y,0,0,,,,,0
1b2d62fb,arc1_train,5x7,n,,0,0,,,,,0
1b59e163,arc2_train,18x18,y,,0,0,,,,,0
1b60fb0c,arc1_train,10x10,y,,1,0,claude_agent_batch_027_v2_direct_write:1,,,,0
1b8318e3,arc2_train,15x15,y,,0,0,,,,,0
1be83260,arc2_train,27x15,n,,0,0,,,,,0
1bfc4729,arc1_train,10x10,y,,0,0,,,,,0
1c02dbbe,arc1_eval,15x15,y,,0,0,,,,,0
1c0d0a4b,arc1_eval,5x13,y,,1,0,claude_agent_batch_027_v2_direct_write:1,,,,0
1c56ad9f,arc1_eval,13x14,y,,0,0,,,,,0
1c786137,arc1_train,23x21,n,,0,0,,,,,0
1caeab9d,arc1_train,5x10,y,,1,0,claude_agent_batch_002_v2_full_puzzle:1,,,,0
1cf80156,arc1_train,10x12,n,,0,0,,,,,0
1d0a4b61,arc1_eval,25x25,y,,1,0,claude_agent_batch_023_v2_direct_write:1,,,,0
1d398264,arc1_eval,15x15,y,,0,0,,,,,0
1d61978c,arc2_train,16x16,y,,1,0,claude_agent_batch_029_v2_direct_write:1,,,,0
1da012fc,arc1_eval,19x22,y,,1,0,claude_agent_batch_035_v2_direct_write:1,,,,0
1e0a9b12,arc1_train,4x4,y,,1,0,claude_agent_batch_034_v2_direct_write:1,,,,0
1e32b0e9,arc1_train,17x17,y,,0,0,,,,,0
1e5d6875,arc2_train,8x8,y,,0,0,,,,,0
1e81d6f9,arc1_eval,15x15,y,,1,0,claude_agent_batch_032_v2_direct_write:1,,,,0
1e97544e,arc1_eval,23x23,y,,1,0,claude_agent_batch_015_v2_direct_write:1,,,,0
1efba499,arc2_train,12x12,y,,1,0,claude_agent_batch_029_v2_direct_write:1,,,,0
1f0c79e5,arc1_train,9x9,y,,0,0,,,,,0
1f642eb9,arc1_train,10x10,y,,0,0,,,,,0
1f85a75f,arc1_train,30x30,n,,0,0,,,,,0
1f876c06,arc1_train,10x10,y,,1,0,claude_agent_R1:1,,connect_color_pairs_with_diagonals,connect_color_pairs_with_diagonals.py,0
1fad071e,arc1_train,9x9,n,,0,0,,,,,0
2013d3e2,arc1_train,10x10,n,,0,0,,,,,0
20270e3b,arc2_eval,7x13,n,y,0,0,,,,,0
2037f2c7,arc1_eval,23x25,n,,0,0,,,,,0
2072aba6,arc1_eval,3x3,n,,0,0,,,,,0
20818e16,arc1_eval,14x15,n,,0,0,,,,,0
20981f0e,arc1_eval,13x19,y,,0,0,,,,,0
20a9e565,arc2_eval,30x30,n,y,0,0,,,,,0
20fb2937,arc2_train,20x11,n,,0,0,,,,,0
212895b5,arc1_eval,20x20,y,,0,0,,,,,0
21897d95,arc2_eval,16x12,n,y,0,0,,,,,0
21f83797,arc1_eval,13x13,y,,0,0,,,,,0
2204b7a8,arc1_train,10x10,y,,0,0,,,,,0
22168020,arc1_train,10x10,y,,0,0,,,,,0
221dfab4,arc2_eval,29x22,y,y,0,0,,,,,0
22208ba4,arc2_train,16x16,y,,0,0,,,,,0
22233c11,arc1_train,10x10,y,,1,0,claude_agent_batch_019_v2_direct_write:1,,,,0
22425bda,arc2_train,7x7,n,,0,0,,,,,0
22806e14,arc2_train,16x16,y,,1,0,claude_agent_batch_018_v2_direct_write:1,,,,0
2281f1f4,arc1_train,10x10,y,,0,0,,,,,0
228f6490,arc1_train,10x10,y,,1,0,claude_agent_batch_022_v2_direct_write:1,,,,0
22a4bbc2,arc1_eval,15x3,y,,1,0,claude_agent_batch_006_v2_direct_write:1,,,,0
22eb0ac0,arc1_train,10x10,y,,0,0,,,,,0
230f2e48,arc2_train,10x10,y,,0,0,,,,,0
234bbc79,arc1_train,3x9,n,,0,0,,,,,0
23581191,arc1_train,9x9,y,,1,10,claude_agent_R1_v2_full_puzzle:1,qwen-2.5-7b-instruct:10,draw_crosses_with_intersection_markers,draw_crosses_with_intersection_markers.py,10
239be575,arc1_train,5x5,n,,0,0,,,,,0
23b5c85d,arc1_train,10x10,n,,0,0,,,,,0
247ef758,arc2_eval,12x18,y,y,0,0,,,,,0
25094a63,arc1_eval,30x30,y,,1,0,claude_agent_batch_013_v2_direct_write:1,,,,0
252143c9,arc2_train,11x11,y,,1,0,claude_agent_batch_032_v2_direct_write:1,,,,0
253bf280,arc1_train,7x13,y,,1,0,claude_agent_batch_006_v2_direct_write:1,,,,0
2546ccf6,arc1_eval,17x19,y,,1,0,claude_agent_batch_028_v2_direct_write:1,,,,0
256b0a75,arc1_eval,23x21,y,,1,0,claude_agent_batch_014_v2_direct_write:1,,,,0
25c199f5,arc2_train,5x17,n,,0,0,,,,,0
25d487eb,arc1_train,10x15,y,,0,0,,,,,0
25d8a9c8,arc1_train,3x3,y,,1,0,claude_agent_batch_002_v2_full_puzzle:1,,,,0
25e02866,arc2_train,14x14,n,,0,0,,,,,0
25ff71a9,arc1_train,3x3,y,,1,0,claude_agent_batch_009_v2_direct_write:1,,,,0
2601afb7,arc2_train,9x9,y,,1,0,claude_agent_R1:1,,rotate_bar_colors_and_lengths,rotate_bar_colors_and_lengths.py,0
264363fd,arc1_train,30x30,y,,0,0,,,,,0
2685904e,arc1_eval,10x10,y,,0,0,,,,,0
2697da3f,arc1_eval,9x7,n,,0,0,,,,,0
269e22fb,arc2_eval,8x10,n,y,0,0,,,,,0
271d71e2,arc2_eval,8x8,y,y,0,0,,,,,0
272f95fa,arc1_train,18x19,y,,0,0,,,,,0
2753e76c,arc1_eval,16x16,n,,0,0,,,,,0
278e5215,arc2_train,15x10,n,,0,0,,,,,0
27a28665,arc1_train,3x3,n,,0,0,,,,,0
27a77e38,arc1_eval,3x3,y,,1,0,claude_agent_batch_031_v2_direct_write:1,,,,0
27f8ce4f,arc1_eval,3x3,n,,0,0,,,,,0
281123b4,arc1_eval,4x19,n,,0,0,,,,,0
28a6681f,arc2_eval,10x10,y,y,0,0,,,,,0
28bf18c6,arc1_train,8x8,n,,0,0,,,,,0
28e73c20,arc1_train,6x6,y,,1,0,claude_agent_batch_002_v2_full_puzzle:1,,,,0
291dc1e1,arc2_eval,20x8,n,y,0,0,,,,,0
292dd178,arc1_eval,11x10,y,,1,10,claude_agent_R1_v2_full_puzzle:1,qwen-2.5-7b-instruct:10,fill_boxes_and_leak_through_gap,fill_boxes_and_leak_through_gap.py,10
29623171,arc1_train,11x11,y,,1,0,claude_agent_batch_022_v2_direct_write:1,,,,0
29700607,arc1_eval,15x15,y,,1,0,claude_agent_batch_002_v2_full_puzzle:1,,,,0
29c11459,arc1_train,5x11,y,,1,0,claude_agent_batch_026_v2_direct_write:1,,,,0
29ec7d0e,arc1_train,18x18,y,,0,0,,,,,0
2a28add5,arc2_train,10x10,y,,0,0,,,,,0
2a5f8217,arc1_eval,6x6,y,,0,0,,,,,0
2b01abd0,arc1_eval,12x9,y,,1,0,claude_agent_batch_028_v2_direct_write:1,,,,0
2b83f449,arc2_eval,13x19,y,y,0,0,,,,,0
2b9ef948,arc2_train,15x20,y,,1,0,claude_agent_batch_020_v2_direct_write:1,,,,0
2ba387bc,arc2_eval,23x24,n,y,0,0,,,,,0
2bcee788,arc1_train,10x10,y,,1,0,claude_agent_batch_028_v2_direct_write:1,,,,0
2bee17df,arc1_train,12x12,y,,0,0,,,,,0
2c0b0aff,arc1_eval,23x23,n,,0,0,,,,,0
2c181942,arc2_eval,23x20,y,y,0,0,,,,,0
2c608aff,arc1_train,9x12,y,,1,10,claude_agent_R1_v2_full_puzzle:1,qwen-2.5-7b-instruct:10,extend_scatter_pixels_to_rectangle,extend_scatter_pixels_to_rectangle.py,10
2c737e39,arc1_eval,12x10,y,,0,0,,,,,0
2ccd9fef,arc2_train,24x11,n,,0,0,,,,,0
2d0172a1,arc2_eval,20x25,n,y,0,0,,,,,0
2dc579da,arc1_train,5x5,n,,0,0,,,,,0
2dd70a9a,arc1_train,20x20,y,,0,0,,,,,0
2de01db2,arc2_train,3x10,y,,0,0,,,,,0
2dee498d,arc1_train,3x9,n,,0,0,,,,,0
2e65ae53,arc2_train,22x22,y,,0,0,,,,,0
2f0c5170,arc1_eval,20x23,n,,0,0,,,,,0
2f767503,arc2_train,10x10,y,,0,0,,,,,0
2faf500b,arc2_train,12x12,y,,1,0,claude_agent_batch_011_v2_direct_write:1,,,,0
305b1341,arc2_train,20x20,y,,1,0,claude_agent_batch_021_v2_direct_write:1,,,,0
30f42897,arc2_train,7x10,y,,1,0,claude_agent_batch_002_v2_direct_write:1,,,,0
310f3251,arc1_eval,2x2,n,,0,0,,,,,0
3194b014,arc1_eval,20x20,n,,0,0,,,,,0
319f2597,arc1_eval,20x20,y,,1,0,claude_agent_batch_007_v2_direct_write:1,,,,0
31aa019c,arc1_train,10x10,y,,1,0,claude_agent_batch_017_v2_direct_write:1,,,,0
31adaf00,arc1_eval,10x10,y,,1,0,claude_agent_batch_003_v2_direct_write:1,,,,0
31d5ba1a,arc1_eval,6x5,n,,0,0,,,,,0
31f7f899,arc2_eval,13x13,y,y,0,0,,,,,0
320afe60,arc2_train,22x22,y,,0,0,,,,,0
321b1fc6,arc1_train,10x10,y,,0,0,,,,,0
32597951,arc1_train,17x17,y,,0,0,,,,,0
32e9702f,arc1_eval,3x3,y,,1,0,claude_agent_batch_018_v2_direct_write:1,,,,0
33067df9,arc2_train,9x5,n,,0,0,,,,,0
332202d5,arc2_train,16x16,y,,0,0,,,,,0
332efdb3,arc1_eval,7x7,y,,1,0,claude_agent_batch_031_v2_direct_write:1,,,,0
332f06d7,arc2_eval,12x12,y,y,0,0,,,,,0
3345333e,arc1_train,16x16,y,,1,0,claude_agent_batch_008_v2_direct_write:1,,,,0
337b420f,arc2_train,5x17,n,,0,0,,,,,0
3391f8c0,arc1_eval,9x17,y,,1,0,claude_agent_batch_031_v2_direct_write:1,,,,0
33b52de3,arc1_eval,23x23,y,,1,0,claude_agent_batch_024_v2_direct_write:1,,,,0
3428a4f5,arc1_train,13x5,n,,0,0,,,,,0
342ae2ed,arc2_train,16x16,y,,1,0,claude_agent_batch_024_v2_direct_write:1,,,,0
342dd610,arc2_train,10x10,y,,1,0,claude_agent_batch_006_v2_direct_write:1,,,,0
3490cc26,arc1_eval,26x18,y,,0,0,,,,,0
34b99a2b,arc1_eval,5x9,n,,0,0,,,,,0
34cfa167,arc2_train,24x26,y,,0,0,,,,,0
351d6448,arc1_eval,15x13,n,,0,0,,,,,0
358ba94e,arc1_eval,14x18,n,,0,0,,,,,0
35ab12c3,arc2_eval,20x20,y,y,0,0,,,,,0
3618c87e,arc1_train,5x5,y,,1,0,claude_agent_batch_002_v2_full_puzzle:1,,,,0
3631a71a,arc1_train,30x30,y,,1,0,claude_agent_batch_006_v2_direct_write:1,,,,0
363442ee,arc1_train,9x13,y,,1,0,claude_agent_batch_022_v2_direct_write:1,,,,0
36a08778,arc2_eval,14x14,y,y,0,0,,,,,0
36d67576,arc1_train,13x13,y,,1,0,claude_agent_batch_018_v2_direct_write:1,,,,0
36fdfd69,arc1_train,17x18,y,,1,10,claude_agent_R1_v2_full_puzzle:1,qwen-2.5-7b-instruct:10,recolor_foreground_in_two_clusters,recolor_foreground_in_two_clusters.py,10
37ce87bb,arc2_train,6x7,y,,1,0,claude_agent_batch_014_v2_direct_write:1,,,,0
37d3e8b2,arc1_eval,19x17,y,,0,0,,,,,0
38007db0,arc2_eval,19x19,n,y,0,0,,,,,0
3906de3d,arc1_train,10x10,y,,0,0,,,,,0
396d80d7,arc2_train,16x16,y,,0,0,,,,,0
3979b1a8,arc1_eval,5x5,n,,0,0,,,,,0
39a8645d,arc1_train,14x14,n,,0,0,,,,,0
39e1d7f9,arc1_train,24x24,y,,1,0,claude_agent_batch_019_v2_direct_write:1,,,,0
3a25b0d8,arc2_eval,22x22,n,y,0,0,,,,,0
3a301edc,arc1_eval,13x19,y,,1,0,claude_agent_batch_007_v2_direct_write:1,,,,0
3aa6fb7a,arc1_train,7x7,y,,1,0,claude_agent_batch_032_v2_direct_write:1,,,,0
3ac3eb23,arc1_train,6x10,y,,1,0,claude_agent_batch_024_v2_direct_write:1,,,,0
3ad05f52,arc2_train,22x26,y,,0,0,,,,,0
3af2c5a8,arc1_train,3x4,n,,0,0,,,,,0
3b4c2228,arc1_eval,7x7,n,,0,0,,,,,0
3bd292e8,arc2_train,7x7,y,,0,0,,,,,0
3bd67248,arc1_train,15x15,y,,0,0,,,,,0
3bdb4ada,arc1_train,8x30,y,,0,0,,,,,0
3befdf3e,arc1_train,10x10,y,,0,0,,,,,0
3c9b0459,arc1_train,3x3,y,,1,0,claude_agent_batch_024_v2_direct_write:1,,,,0
3cd86f4f,arc2_train,4x9,n,,0,0,,,,,0
3d31c5b3,arc1_eval,12x6,n,,0,0,,,,,0
3d588dc9,arc2_train,16x16,y,,1,0,claude_agent_batch_016_v2_direct_write:1,,,,0
3d6c6e23,arc2_train,16x13,y,,1,0,claude_agent_batch_028_v2_direct_write:1,,,,0
3dc255db,arc2_eval,12x12,y,y,0,0,,,,,0
3de23699,arc1_train,7x7,n,,0,0,,,,,0
3e6067c3,arc2_eval,20x20,y,y,0,0,,,,,0
3e980e27,arc1_train,13x13,y,,2,2,"gemini:1,gpt_after_claude_failed:1","claude_agent_R1:1,grok:1",stamp_template_on_anchor_singletons,stamp_template_on_anchor_singletons.py,4
3ed85e70,arc1_eval,30x30,y,,0,0,,,,,0
3eda0437,arc1_train,3x30,y,,0,0,,,,,0
3ee1011a,arc1_eval,23x29,n,,0,0,,,,,0
3f23242b,arc1_eval,16x16,y,,1,0,claude_agent_batch_021_v2_direct_write:1,,,,0
3f7978a0,arc1_train,9x9,n,,0,0,,,,,0
40853293,arc1_train,30x20,y,,0,0,,,,,0
4093f84a,arc1_train,14x14,y,,1,0,claude_agent_batch_003_v2_direct_write:1,,,,0
409aa875,arc2_eval,16x16,y,y,0,0,,,,,0
40f6cd08,arc1_eval,27x30,y,,0,0,,,,,0
412b6263,arc2_train,9x6,n,,0,0,,,,,0
414297c0,arc1_eval,18x22,n,,0,0,,,,,0
41ace6b5,arc2_train,11x11,y,,0,0,,,,,0
41e4d17e,arc1_train,15x15,y,,0,0,,,,,0
423a55dc,arc1_eval,10x11,y,,1,0,claude_agent_batch_018_v2_direct_write:1,,,,0
4258a5f9,arc1_train,9x9,y,,1,0,claude_agent_batch_005_v2_direct_write:1,,,,0
4290ef0e,arc1_train,13x17,n,,0,0,,,,,0
42918530,arc1_eval,13x19,y,,1,0,claude_agent_batch_013_v2_direct_write:1,,,,0
42a15761,arc1_eval,7x11,y,,1,0,claude_agent_batch_009_v2_direct_write:1,,,,0
42a50994,arc1_train,16x11,y,,1,0,claude_agent_batch_027_v2_direct_write:1,,,,0
42f14c03,arc2_train,16x16,n,,0,0,,,,,0
42f83767,arc2_train,15x20,n,,0,0,,,,,0
4347f46a,arc1_train,18x16,y,,1,0,claude_agent_batch_035_v2_direct_write:1,,,,0
4364c1c4,arc1_eval,16x12,y,,1,0,claude_agent_batch_026_v2_direct_write:1,,,,0
444801d8,arc1_train,10x10,y,,0,0,,,,,0
445eab21,arc1_train,10x10,n,,0,0,,,,,0
446ef5d2,arc2_eval,12x20,y,y,0,0,,,,,0
447fd412,arc1_train,14x12,y,,1,0,claude_agent_batch_024_v2_direct_write:1,,,,0
44d8ac46,arc1_train,12x12,y,,1,0,claude_agent_batch_026_v2_direct_write:1,,,,0
44f52bb0,arc1_train,3x3,n,,0,0,,,,,0
4522001f,arc1_train,3x3,n,,0,0,,,,,0
456873bc,arc1_eval,19x19,y,,1,0,claude_agent_batch_025_v2_direct_write:1,,,,0
45737921,arc1_eval,13x10,y,,0,0,,,,,0
458e3a53,arc2_train,29x29,n,,0,0,,,,,0
45a5af55,arc2_eval,14x14,n,y,0,0,,,,,0
45bbe264,arc1_eval,16x16,y,,0,0,,,,,0
4612dd53,arc1_train,9x13,y,,1,0,claude_agent_batch_033_v2_direct_write:1,,,,0
46442a0e,arc1_train,2x2,n,,0,0,,,,,0
465b7d93,arc2_train,10x10,y,,0,0,,,,,0
469497ad,arc1_train,5x5,n,,0,0,,,,,0
46c35fc7,arc2_train,7x7,y,,1,0,claude_agent_batch_012_v2_direct_write:1,,,,0
46f33fce,arc1_train,10x10,n,,0,0,,,,,0
470c91de,arc2_train,10x10,y,,1,0,claude_agent_batch_022_v2_direct_write:1,,,,0
477d2879,arc1_eval,13x13,y,,0,0,,,,,0
47996f11,arc1_eval,30x30,y,,0,0,,,,,0
47c1f68c,arc1_train,11x11,n,,0,0,,,,,0
48131b3c,arc1_eval,3x3,n,,0,0,,,,,0
484b58aa,arc1_train,29x29,y,,0,0,,,,,0
4852f2fa,arc1_eval,9x9,n,,0,0,,,,,0
48634b99,arc2_train,16x16,y,,0,0,,,,,0
48d8fb45,arc1_train,10x10,n,,0,0,,,,,0
48f8583b,arc1_eval,3x3,n,,0,0,,,,,0
4938f0c2,arc1_train,20x30,y,,1,0,claude_agent_batch_013_v2_direct_write:1,,,,0
494ef9d7,arc2_train,10x10,y,,0,0,,,,,0
496994bd,arc1_train,10x3,y,,1,0,claude_agent_batch_005_v2_direct_write:1,,,,0
49d1d64f,arc1_train,2x2,n,,0,0,,,,,0
4a1cacc2,arc2_train,6x8,y,,1,0,claude_agent_batch_020_v2_direct_write:1,,,,0
4a21e3da,arc2_eval,18x18,y,y,0,0,,,,,0
4aab4007,arc1_eval,28x28,y,,1,0,claude_agent_batch_002_v2_direct_write:1,,,,0
4acc7107,arc1_eval,10x10,y,,1,0,claude_agent_batch_003_v2_direct_write:1,,,,0
4b6b68e5,arc1_eval,21x21,y,,0,0,,,,,0
4be741c5,arc1_train,14x16,n,,0,0,,,,,0
4c177718,arc1_eval,15x15,n,,0,0,,,,,0
4c3d4a41,arc2_eval,8x20,y,y,0,0,,,,,0
4c416de3,arc2_eval,21x21,y,y,0,0,,,,,0
4c4377d9,arc1_train,3x4,n,,0,0,,,,,0
4c5c2cf0,arc1_train,14x14,y,,1,0,claude_agent_batch_007_v2_direct_write:1,,,,0
4c7dc4dd,arc2_eval,30x30,n,y,0,0,,,,,0
4cd1b7b2,arc1_eval,4x4,y,,1,0,claude_agent_batch_016_v2_direct_write:1,,,,0
4df5b0ae,arc2_train,10x10,y,,1,0,claude_agent_batch_015_v2_direct_write:1,,,,0
4e34c42c,arc2_eval,23x25,n,y,0,0,,,,,0
4e45f183,arc1_eval,19x19,y,,1,0,claude_agent_batch_008_v2_direct_write:1,,,,0
4e469f39,arc1_eval,10x10,y,,0,0,,,,,0
4e7e0eb9,arc2_train,9x9,y,,0,0,,,,,0
4f537728,arc1_eval,20x20,y,,1,0,claude_agent_batch_010_v2_direct_write:1,,,,0
4ff4c9da,arc1_eval,21x21,y,,1,0,claude_agent_batch_033_v2_direct_write:1,,,,0
5034a0b5,arc2_train,12x12,y,,1,0,claude_agent_batch_030_v2_direct_write:1,,,,0
505fff84,arc1_eval,14x11,n,,0,0,,,,,0
506d28a5,arc1_eval,9x5,n,,0,0,,,,,0
50846271,arc1_train,20x22,y,,0,0,,,,,0
508bd3b6,arc1_train,12x12,y,,1,0,claude_agent_batch_005_v2_direct_write:1,,,,0
50a16a69,arc1_eval,8x8,y,,1,0,claude_agent_batch_017_v2_direct_write:1,,,,0
50aad11f,arc1_eval,12x9,n,,0,0,,,,,0
50c07299,arc2_train,16x16,y,,1,0,claude_agent_batch_028_v2_direct_write:1,,,,0
50cb2852,arc1_train,13x15,y,,0,0,,,,,0
50f325b5,arc1_eval,11x18,y,,0,0,,,,,0
5117e062,arc1_train,13x13,n,,0,0,,,,,0
5168d44c,arc1_train,7x13,y,,0,0,,,,,0
516b51b7,arc1_eval,12x11,y,,1,0,claude_agent_batch_015_v2_direct_write:1,,,,0
5207a7b5,arc1_eval,14x7,y,,0,0,,,,,0
522fdd07,arc2_train,16x16,y,,1,0,claude_agent_batch_025_v2_direct_write:1,,,,0
52364a65,arc2_train,11x11,y,,1,0,claude_agent_batch_017_v2_direct_write:1,,,,0
5289ad53,arc1_eval,10x19,n,,0,0,,,,,0
52df9849,arc2_train,16x16,y,,1,0,claude_agent_batch_021_v2_direct_write:1,,,,0
52fd389e,arc1_eval,25x25,y,,1,0,claude_agent_batch_002_v2_direct_write:1,,,,0
538b439f,arc2_train,20x20,y,,0,0,,,,,0
539a4f51,arc1_train,5x5,n,,0,0,,,,,0
53b68214,arc1_train,6x10,n,,0,0,,,,,0
53fb4810,arc2_eval,24x14,y,y,0,0,,,,,0
543a7ed5,arc1_train,15x15,y,,1,0,claude_agent_batch_004_v2_direct_write:1,,,,0
54d82841,arc1_train,8x8,y,,0,0,,,,,0
54d9e175,arc1_train,3x11,y,,0,0,,,,,0
